image_id,x,y,width,height
6059,85,63,341,200
6060,60,79,237,144
6061,41,94,386,285
6062,157,123,292,172
6063,97,42,184,208
6064,168,75,268,146
6065,51,86,244,191
6066,88,110,218,304
6067,68,117,164,134
6068,101,37,386,288
6069,53,96,358,200
6070,67,89,347,223
6071,246,88,192,238
6072,191,20,296,268
6073,148,113,251,197
6074,112,80,208,164
6075,37,146,216,101
6076,154,101,222,108
6077,197,136,160,127
6078,21,47,442,257
6079,167,122,129,136
6080,38,102,391,277
6081,186,54,247,274
6082,222,79,135,306
6083,113,96,143,141
6084,213,95,186,197
6085,187,55,281,198
6086,121,68,240,225
6087,79,102,236,211
6088,178,58,265,327
6089,142,64,252,250
6090,181,51,318,203
6091,178,104,182,123
6092,130,61,258,173
6093,195,133,250,163
6094,175,71,262,197
6095,18,55,445,157
6096,1,40,460,294
6097,67,143,342,271
6098,12,98,483,185
6099,36,87,355,200
6100,70,70,173,150
6101,29,81,358,170
6102,179,90,243,154
6103,103,65,218,201
6104,49,84,300,226
6105,23,31,240,167
6106,9,16,345,212
6107,140,99,308,338
6108,113,93,357,189
6109,4,13,470,408
6110,24,47,272,162
6111,21,83,385,209
6112,109,104,207,122
6113,135,120,289,134
6114,124,85,175,186
6115,25,94,297,274
6116,81,81,388,203
6117,9,33,365,239
6118,39,92,327,168
6119,51,71,424,205
6120,2,45,312,179
6121,4,76,398,255
6122,46,81,351,252
6123,29,48,320,325
6124,68,41,396,265
6125,35,24,417,291
6126,59,36,439,328
6127,117,105,323,220
6128,117,36,346,285
6129,100,82,239,174
6130,92,24,356,319
6131,175,94,234,125
6132,25,100,302,189
6133,68,64,411,154
6134,22,113,283,338
6135,6,20,139,132
6136,19,65,259,180
6137,43,20,122,114
6138,139,2,329,252
6139,15,35,161,118
6140,52,139,308,230
6141,100,80,398,228
6142,29,48,261,192
6143,61,23,281,250
6144,167,131,332,144
6145,40,44,401,259
6146,24,66,229,194
6147,100,33,318,344
6148,144,84,162,204
6149,54,34,345,278
6150,131,105,297,170
6151,113,137,266,124
6152,165,91,211,153
6153,224,123,186,119
6154,95,201,235,151
6155,19,41,417,282
6156,16,69,366,267
6157,54,117,327,136
6158,165,100,196,142
6159,92,17,394,365
6160,135,84,329,195
6161,53,137,236,107
6162,108,63,283,137
6163,56,86,193,225
6164,144,59,226,169
6165,244,79,139,129
6166,109,117,264,132
6167,126,122,266,193
6168,66,94,289,146
6169,141,54,208,169
6170,47,33,246,464
6171,157,76,201,256
6172,184,103,230,192
6173,143,98,286,156
6174,166,123,162,100
6175,35,66,364,280
6176,57,85,364,130
6177,83,16,330,315
6178,152,27,218,266
6179,197,79,186,196
6180,217,132,144,163
6181,30,57,466,381
6182,164,140,127,191
6183,122,45,376,352
6184,73,38,408,179
6185,50,108,300,211
6186,44,107,267,182
6187,99,91,138,295
6188,48,66,202,251
6189,5,72,442,395
6190,177,88,133,193
6191,89,36,410,338
6192,140,150,145,260
6193,190,54,175,203
6194,132,31,367,303
6195,12,15,487,484
6196,64,92,244,238
6197,119,175,131,215
6198,27,75,215,290
6199,191,103,113,116
6200,173,114,133,142
6201,146,90,137,145
6202,217,113,134,144
6203,183,56,317,205
6204,5,37,388,307
6205,20,15,378,234
6206,208,90,158,269
6207,71,87,199,145
6208,72,40,321,262
6209,191,24,242,310
6210,11,29,327,301
6211,46,55,405,326
6212,163,47,127,283
6213,67,71,307,259
6214,100,52,370,352
6215,20,11,421,355
6216,66,34,427,408
6217,1,19,473,433
6218,56,76,340,274
6219,158,92,174,213
6220,132,71,299,282
6221,51,108,249,192
6222,53,103,299,236
6223,125,37,334,289
6224,139,104,296,181
6225,1,48,409,283
6226,52,47,366,304
6227,97,41,401,333
6228,174,57,166,176
6229,26,39,274,263
6230,39,57,358,247
6231,17,91,365,315
6232,101,114,358,176
6233,28,56,275,419
6234,93,126,232,359
6235,28,54,318,223
6236,77,31,322,349
6237,166,133,273,168
6238,30,107,308,185
6239,169,58,132,162
6240,174,132,290,214
6241,78,55,419,277
6242,145,56,243,251
6243,108,63,215,257
6244,22,99,389,208
6245,71,49,245,299
6246,52,38,446,291
6247,45,51,357,347
6248,97,65,292,212
6249,171,35,313,339
6250,173,11,290,295
6251,118,98,265,128
6252,158,107,307,194
6253,67,143,337,175
6254,161,49,152,324
6255,109,55,183,258
6256,125,144,157,150
6257,112,149,246,350
6258,4,34,468,462
6259,42,81,287,215
6260,275,92,157,170
6261,87,78,256,331
6262,66,39,371,287
6263,190,108,114,163
6264,163,61,122,176
6265,2,9,289,490
6266,76,166,212,165
6267,212,93,155,154
6268,22,52,434,269
6269,42,36,353,463
6270,137,125,143,124
6271,120,116,311,169
6272,114,148,223,125
6273,3,31,387,304
6274,61,44,298,264
6275,53,7,368,266
6276,102,301,120,106
6277,63,114,290,260
6278,312,81,164,209
6279,31,130,385,179
6280,29,35,281,190
6281,5,15,128,143
6282,84,38,415,406
6283,20,11,323,312
6284,49,79,334,260
6285,15,18,213,467
6286,8,58,130,111
6287,25,77,368,249
6288,42,100,286,328
6289,37,86,281,200
6290,123,109,253,228
6291,33,87,204,334
6292,119,61,129,117
6293,62,64,145,129
6294,145,25,348,295
6295,174,80,222,203
6296,71,95,254,204
6297,59,131,260,182
6298,31,15,439,409
6299,19,36,300,276
6300,47,41,275,248
6301,94,53,325,272
6302,15,12,294,300
6303,40,37,348,217
6304,100,51,141,274
6305,49,34,339,279
6306,51,16,359,312
6307,25,16,167,152
6308,90,129,116,132
6309,40,31,307,288
6310,218,59,213,279
6311,119,107,284,165
6312,36,34,155,205
6313,115,24,262,473
6314,28,66,299,153
6315,158,132,250,266
6316,156,110,122,101
6317,16,29,152,172
6318,127,220,102,160
6319,180,39,160,254
6320,3,9,249,362
6321,106,64,339,432
6322,141,75,287,227
6323,91,81,391,212
6324,71,91,297,227
6325,180,84,136,374
6326,177,99,196,199
6327,52,156,144,292
6328,121,111,304,175
6329,200,102,101,216
6330,74,105,186,109
6331,107,104,315,114
6332,161,66,156,173
6333,196,188,168,143
6334,24,49,433,258
6335,28,92,296,207
6336,206,178,211,165
6337,124,159,335,209
6338,264,57,168,138
6339,68,56,316,263
6340,71,2,412,417
6341,107,91,324,340
6342,28,173,276,139
6343,133,77,117,149
6344,38,60,341,226
6345,110,100,286,157
6346,74,95,228,136
6347,101,67,261,201
6348,102,76,356,194
6349,119,107,109,239
6350,10,100,304,241
6351,122,69,362,227
6352,185,88,252,133
6353,73,112,245,203
6354,202,113,158,128
6355,80,119,231,286
6356,166,84,298,173
6357,62,60,327,134
6358,75,65,290,295
6359,25,100,261,151
6360,216,158,162,169
6361,98,95,392,167
6362,34,77,361,258
6363,174,107,248,146
6364,99,100,228,144
6365,87,128,123,139
6366,150,28,201,225
6367,178,94,272,160
6368,144,79,115,210
6369,140,102,162,120
6370,95,87,240,157
6371,30,159,371,211
6372,178,74,194,175
6373,123,139,334,208
6374,156,64,120,214
6375,74,189,180,227
6376,120,99,322,182
6377,34,121,412,197
6378,55,104,212,108
6379,115,109,220,156
6380,62,77,393,207
6381,144,143,348,176
6382,39,61,326,249
6383,85,85,255,267
6384,113,80,325,208
6385,141,25,263,280
6386,47,68,263,286
6387,159,121,152,324
6388,184,107,221,136
6389,83,38,404,301
6390,172,74,224,408
6391,124,94,342,235
6392,10,88,414,172
6393,23,75,366,195
6394,70,97,226,206
6395,0,75,335,206
6396,55,54,425,186
6397,10,82,330,195
6398,56,74,201,339
6399,131,127,282,162
6400,125,33,274,299
6401,173,67,307,245
6402,95,37,379,257
6403,57,47,408,378
6404,75,46,418,243
6405,50,49,349,193
6406,105,42,214,205
6407,88,44,387,174
6408,3,21,370,292
6409,160,29,271,303
6410,134,39,313,291
6411,36,48,433,183
6412,108,51,391,259
6413,34,11,456,274
6414,2,60,402,229
6415,194,38,271,290
6416,108,59,341,264
6417,78,13,345,382
6418,13,93,347,276
6419,85,33,350,279
6420,209,106,223,174
6421,139,3,358,254
6422,78,78,299,146
6423,267,224,163,152
6424,78,40,421,271
6425,150,125,164,103
6426,112,162,181,121
6427,43,128,317,365
6428,53,53,295,144
6429,8,117,279,340
6430,159,150,139,107
6431,20,58,249,429
6432,43,75,207,262
6433,10,128,268,244
6434,70,161,369,184
6435,19,21,421,362
6436,0,9,490,330
6437,110,43,358,275
6438,100,46,332,213
6439,113,49,274,321
6440,146,137,272,207
6441,157,62,301,204
6442,88,119,411,191
6443,115,104,166,120
6444,169,85,182,260
6445,166,89,237,239
6446,50,144,445,176
6447,84,92,262,263
6448,73,62,250,246
6449,90,190,120,169
6450,50,118,268,189
6451,136,93,138,154
6452,70,76,260,177
6453,61,61,214,125
6454,58,111,374,246
6455,89,16,252,256
6456,191,138,180,112
6457,140,86,128,154
6458,151,85,215,141
6459,46,75,299,321
6460,149,108,124,161
6461,66,40,173,418
6462,176,129,194,120
6463,115,186,228,211
6464,183,175,224,184
6465,96,128,170,330
6466,276,146,168,195
6467,252,79,112,340
6468,17,46,267,349
6469,136,101,321,202
6470,159,15,193,293
6471,174,143,307,147
6472,190,144,115,166
6473,163,189,114,163
6474,139,42,287,216
6475,110,88,231,272
6476,60,55,330,289
6477,79,117,244,248
6478,178,17,141,288
6479,13,200,217,273
6480,21,58,224,166
6481,24,90,389,249
6482,96,62,197,237
6483,219,100,216,143
6484,54,77,218,292
6485,182,53,226,265
6486,127,74,333,173
6487,26,107,228,200
6488,122,98,208,178
6489,51,115,257,345
6490,83,38,237,345
6491,239,134,208,139
6492,100,137,113,150
6493,202,113,239,214
6494,54,84,249,170
6495,85,89,225,187
6496,79,41,230,228
6497,6,79,244,271
6498,69,50,308,190
6499,126,59,263,290
6500,107,76,244,182
6501,91,138,234,204
6502,199,60,212,258
6503,123,100,131,265
6504,211,98,101,102
6505,26,128,306,307
6506,24,8,138,156
6507,57,143,213,155
6508,100,113,170,293
6509,77,86,231,161
6510,90,71,178,252
6511,242,102,129,134
6512,47,125,254,212
6513,21,56,367,240
6514,31,37,300,321
6515,105,37,393,301
6516,56,163,213,108
6517,158,97,146,125
6518,101,74,212,172
6519,75,46,204,118
6520,182,95,169,182
6521,35,93,444,226
6522,75,93,296,233
6523,18,58,361,223
6524,93,68,167,366
6525,157,58,117,186
6526,138,83,324,249
6527,94,51,231,221
6528,42,77,235,234
6529,117,68,322,220
6530,80,65,179,169
6531,45,69,257,267
6532,101,75,249,110
6533,11,49,164,116
6534,242,85,126,200
6535,104,15,302,338
6536,222,63,175,217
6537,177,75,151,153
6538,195,113,161,165
6539,22,36,334,272
6540,68,167,139,292
6541,135,70,179,195
6542,28,71,359,202
6543,4,29,285,388
6544,210,109,106,115
6545,30,56,263,425
6546,101,85,198,223
6547,106,137,188,119
6548,143,43,194,159
6549,70,61,316,403
6550,60,143,232,187
6551,21,48,357,265
6552,79,41,395,224
6553,80,36,161,431
6554,56,114,248,156
6555,178,99,227,147
6556,165,66,171,236
6557,191,86,272,167
6558,50,122,217,173
6559,128,131,302,107
6560,56,85,217,145
6561,161,122,280,219
6562,125,44,299,183
6563,66,56,271,316
6564,108,68,150,196
6565,166,52,141,252
6566,45,103,414,239
6567,156,101,304,198
6568,74,8,145,283
6569,110,136,129,299
6570,99,173,190,247
6571,208,106,169,205
6572,204,151,234,103
6573,54,81,124,129
6574,216,69,230,392
6575,42,33,436,185
6576,46,76,284,315
6577,146,199,112,217
6578,233,61,224,184
6579,124,121,141,229
6580,106,46,299,330
6581,14,222,242,200
6582,126,161,122,296
6583,203,72,116,192
6584,88,215,151,266
6585,21,182,188,259
6586,113,146,128,292
6587,226,84,166,229
6588,117,101,138,168
6589,40,36,215,275
6590,49,6,171,243
6591,74,97,236,200
6592,22,97,145,176
6593,75,29,142,109
6594,182,79,134,127
6595,84,86,181,187
6596,234,114,195,149
6597,18,16,235,191
6598,92,43,118,258
6599,13,9,125,148
6600,232,57,188,222
6601,33,146,172,140
6602,207,64,212,196
6603,173,72,140,252
6604,205,132,203,180
6605,98,154,143,315
6606,65,46,143,227
6607,119,149,151,172
6608,79,62,349,279
6609,195,54,241,258
6610,139,64,301,262
6611,100,28,185,231
6612,157,158,153,186
6613,157,57,179,229
6614,94,79,359,200
6615,137,89,216,119
6616,251,87,181,273
6617,239,164,137,188
6618,145,159,250,114
6619,42,56,175,163
6620,77,148,268,188
6621,157,102,201,149
6622,165,123,334,240
6623,70,250,155,182
6624,280,160,173,248
6625,192,77,173,153
6626,212,101,159,148
6627,40,215,163,182
6628,115,58,323,235
6629,136,129,148,348
6630,37,104,240,172
6631,86,89,295,207
6632,82,83,348,307
6633,159,28,229,264
6634,79,177,255,161
6635,96,65,360,196
6636,181,82,240,197
6637,46,69,280,296
6638,96,27,163,240
6639,47,91,410,228
6640,183,158,170,159
6641,86,91,256,279
6642,87,42,220,188
6643,175,43,174,274
6644,149,73,291,229
6645,103,57,194,239
6646,134,107,158,192
6647,180,102,169,142
6648,199,80,260,191
6649,304,127,133,149
6650,101,135,153,151
6651,14,10,284,245
6652,110,65,200,408
6653,58,116,304,171
6654,105,44,214,256
6655,137,109,199,134
6656,38,12,301,362
6657,143,165,158,105
6658,169,89,114,230
6659,118,47,359,368
6660,119,60,184,308
6661,285,115,106,103
6662,104,73,149,285
6663,10,70,344,237
6664,195,134,193,116
6665,37,62,376,298
6666,30,79,274,350
6667,124,58,257,276
6668,168,191,168,142
6669,113,87,233,225
6670,80,70,194,315
6671,16,58,406,219
6672,174,45,325,354
6673,107,105,375,224
6674,157,23,327,294
6675,159,85,170,222
6676,45,19,135,146
6677,224,86,164,150
6678,210,79,165,195
6679,11,59,182,102
6680,9,127,337,138
6681,43,52,201,394
6682,129,54,344,275
6683,129,116,156,122
6684,88,87,195,253
6685,195,130,113,209
6686,48,125,267,298
6687,19,117,294,212
6688,48,74,246,392
6689,44,67,374,254
6690,197,31,141,253
6691,16,163,276,318
6692,0,8,143,142
6693,150,99,176,178
6694,62,154,189,282
6695,90,71,405,219
6696,187,95,178,220
6697,12,113,286,178
6698,194,210,103,238
6699,124,139,174,219
6700,177,90,126,243
6701,86,47,267,220
6702,137,282,122,171
6703,152,76,294,170
6704,112,14,309,297
6705,154,142,216,313
6706,152,54,214,226
6707,106,129,158,179
6708,204,47,103,180
6709,22,70,340,431
6710,149,136,148,306
6711,85,47,265,218
6712,164,108,154,325
6713,92,141,145,213
6714,51,25,429,230
6715,66,35,250,198
6716,95,138,299,122
6717,134,16,224,244
6718,34,94,223,153
6719,94,97,229,292
6720,118,150,139,186
6721,83,98,273,143
6722,82,168,109,170
6723,60,42,210,268
6724,115,84,146,146
6725,125,102,343,271
6726,191,78,108,256
6727,224,118,143,163
6728,39,121,179,376
6729,133,93,129,286
6730,187,85,184,201
6731,90,65,234,245
6732,253,85,163,140
6733,153,137,131,175
6734,135,104,183,149
6735,184,134,185,167
6736,145,75,133,116
6737,46,100,225,160
6738,169,48,223,433
6739,208,134,233,147
6740,141,99,171,194
6741,93,105,207,371
6742,189,165,190,159
6743,55,103,285,166
6744,2,32,403,315
6745,104,117,138,323
6746,133,24,293,294
6747,0,1,409,320
6748,152,170,139,140
6749,127,14,176,357
6750,2,39,251,204
6751,68,51,203,442
6752,206,106,123,136
6753,153,100,310,144
6754,135,60,191,143
6755,253,82,130,260
6756,164,86,236,167
6757,102,135,248,118
6758,163,91,238,144
6759,18,131,227,191
6760,157,132,171,293
6761,207,100,226,228
6762,180,70,191,247
6763,116,129,244,231
6764,258,67,165,166
6765,130,83,310,330
6766,85,186,243,244
6767,105,134,176,298
6768,85,129,228,307
6769,59,68,242,381
6770,97,76,236,216
6771,54,79,394,254
6772,21,34,312,275
6773,137,89,239,188
6774,47,126,261,148
6775,267,29,150,233
6776,196,146,143,130
6777,16,152,364,182
6778,223,126,238,145
6779,44,101,371,269
6780,188,118,119,158
6781,155,47,244,249
6782,234,103,118,142
6783,185,126,175,179
6784,168,145,274,161
6785,168,69,276,283
6786,149,91,140,197
6787,0,52,441,413
6788,79,76,183,188
6789,217,125,167,101
6790,81,122,207,181
6791,260,156,201,149
6792,111,134,225,218
6793,223,96,154,215
6794,17,113,354,239
6795,280,130,196,158
6796,115,47,322,277
6797,111,106,216,188
6798,49,71,295,195
6799,29,32,123,140
6800,214,64,196,240
6801,71,40,118,105
6802,161,133,168,154
6803,11,105,350,156
6804,49,26,375,382
6805,164,110,206,228
6806,9,89,383,293
6807,84,81,313,170
6808,71,115,331,186
6809,122,33,147,248
6810,102,69,295,246
6811,49,81,243,223
6812,192,90,236,271
6813,133,61,338,265
6814,109,103,282,237
6815,150,107,183,333
6816,57,121,335,159
6817,77,60,399,250
6818,193,98,251,182
6819,193,105,181,114
6820,190,101,146,159
6821,60,232,253,202
6822,70,42,124,193
6823,103,63,209,251
6824,18,155,289,174
6825,21,23,455,426
6826,41,86,281,163
6827,17,20,467,282
6828,40,139,297,275
6829,111,231,215,147
6830,76,34,177,209
6831,54,71,162,245
6832,13,174,313,125
6833,122,140,281,143
6834,90,52,210,369
6835,79,127,245,167
6836,176,132,146,221
6837,0,44,476,259
6838,287,93,106,197
6839,114,74,166,380
6840,121,120,168,286
6841,14,56,277,248
6842,102,61,354,239
6843,10,97,241,256
6844,133,105,342,342
6845,134,67,279,308
6846,166,108,133,119
6847,91,83,192,285
6848,200,148,206,171
6849,272,72,152,207
6850,51,109,234,204
6851,6,90,359,203
6852,201,66,199,216
6853,139,98,296,243
6854,113,102,300,117
6855,177,36,251,254
6856,95,172,205,264
6857,145,134,267,162
6858,102,135,239,343
6859,184,66,243,262
6860,11,149,245,207
6861,0,89,388,167
6862,115,70,255,243
6863,200,82,294,263
6864,237,83,167,250
6865,113,62,275,252
6866,235,154,162,176
6867,116,119,277,269
6868,75,27,366,232
6869,74,81,185,159
6870,117,118,287,217
6871,36,38,242,264
6872,167,124,179,185
6873,54,76,326,200
6874,244,58,158,143
6875,104,31,292,169
6876,67,130,220,149
6877,26,57,306,251
6878,177,71,180,314
6879,152,62,248,212
6880,57,37,373,272
6881,172,62,129,189
6882,64,77,239,237
6883,32,26,420,346
6884,22,96,251,174
6885,112,52,270,272
6886,210,132,174,188
6887,209,25,180,187
6888,125,117,205,203
6889,137,77,228,200
6890,45,152,277,257
6891,184,96,291,202
6892,228,67,182,194
6893,24,43,460,254
6894,82,67,143,178
6895,113,40,376,263
6896,95,62,232,353
6897,296,81,148,219
6898,49,116,192,186
6899,74,87,200,271
6900,94,66,269,242
6901,166,79,209,192
6902,49,151,327,160
6903,16,88,272,276
6904,19,49,380,290
6905,117,59,313,208
6906,111,87,144,192
6907,116,5,383,367
6908,214,95,145,199
6909,48,171,338,226
6910,185,130,230,133
6911,21,71,212,174
6912,93,68,206,187
6913,43,25,298,293
6914,121,51,298,259
6915,89,164,266,113
6916,62,83,213,240
6917,44,41,377,217
6918,108,109,119,161
6919,96,60,284,242
6920,201,119,127,138
6921,97,130,162,168
6922,197,70,195,248
6923,130,158,112,145
6924,70,80,337,378
6925,31,24,317,434
6926,94,120,200,232
6927,142,111,357,297
6928,59,84,256,262
6929,78,104,259,245
6930,24,132,202,175
6931,152,96,169,180
6932,105,90,306,215
6933,34,105,197,205
6934,201,108,214,187
6935,269,83,230,248
6936,11,82,255,183
6937,154,148,302,201
6938,176,79,164,252
6939,156,77,266,262
6940,61,26,402,329
6941,145,67,160,187
6942,186,156,155,172
6943,34,165,287,162
6944,18,95,338,364
6945,232,36,245,172
6946,203,107,267,272
6947,73,155,310,158
6948,165,104,267,192
6949,182,100,258,214
6950,74,118,272,140
6951,4,8,316,281
6952,153,88,346,286
6953,178,170,219,186
6954,8,130,364,198
6955,40,134,220,288
6956,130,116,238,259
6957,71,122,276,250
6958,137,111,292,194
6959,30,23,179,192
6960,174,73,138,243
6961,90,50,280,235
6962,47,68,347,350
6963,123,104,297,250
6964,224,182,179,179
6965,92,145,228,346
6966,61,45,401,412
6967,149,101,218,117
6968,133,88,190,167
6969,50,159,183,148
6970,59,80,440,361
6971,34,71,451,295
6972,196,125,196,241
6973,104,58,357,209
6974,86,108,203,263
6975,42,113,283,294
6976,135,54,305,292
6977,95,54,203,236
6978,140,84,199,185
6979,42,60,325,291
6980,99,52,363,247
6981,96,80,217,180
6982,115,72,355,212
6983,4,73,381,318
6984,230,41,215,205
6985,43,46,371,282
6986,24,9,392,308
6987,20,26,418,335
6988,100,95,299,174
6989,165,108,200,203
6990,52,64,358,226
6991,69,84,406,262
6992,108,30,363,307
6993,192,93,280,185
6994,30,38,298,268
6995,41,50,377,211
6996,21,35,412,265
6997,44,105,307,209
6998,141,59,268,293
6999,79,143,175,344
7000,143,52,341,313
7001,99,19,242,308
7002,168,75,169,190
7003,171,114,192,203
7004,90,150,203,145
7005,235,136,105,120
7006,63,29,320,291
7007,191,81,189,198
7008,190,105,278,223
7009,42,128,184,185
7010,59,142,306,322
7011,173,98,160,200
7012,83,78,232,210
7013,131,43,241,251
7014,120,210,165,147
7015,141,53,118,159
7016,98,42,311,280
7017,174,80,237,183
7018,23,133,378,275
7019,80,80,305,187
7020,51,119,276,259
7021,120,55,237,230
7022,188,120,167,150
7023,89,77,258,213
7024,32,58,334,403
7025,244,89,214,175
7026,77,30,283,256
7027,63,32,212,433
7028,104,66,238,259
7029,7,29,215,138
7030,43,89,211,163
7031,2,53,445,313
7032,80,23,355,372
7033,81,108,224,158
7034,152,136,126,194
7035,176,133,263,242
7036,269,83,170,125
7037,196,88,179,219
7038,96,60,133,235
7039,46,126,263,353
7040,238,128,153,134
7041,178,67,205,387
7042,227,51,167,247
7043,184,36,284,217
7044,184,85,304,235
7045,70,114,221,131
7046,183,192,115,156
7047,111,109,171,167
7048,84,106,169,162
7049,133,127,171,121
7050,162,83,297,285
7051,177,103,143,231
7052,138,127,199,224
7053,59,58,114,179
7054,19,115,420,256
7055,102,66,210,196
7056,2,12,276,235
7057,9,11,248,244
7058,245,203,137,236
7059,39,120,228,206
7060,125,122,159,108
7061,119,74,285,164
7062,25,82,325,223
7063,83,93,223,181
7064,184,76,213,271
7065,34,104,275,323
7066,64,76,360,367
7067,213,102,196,196
7068,108,87,351,171
7069,158,127,166,174
7070,91,122,280,289
7071,212,54,231,215
7072,169,108,200,109
7073,110,118,240,142
7074,226,121,244,185
7075,159,93,300,201
7076,167,130,328,180
7077,114,102,250,278
7078,38,53,290,271
7079,233,76,132,181
7080,80,68,347,409
7081,71,33,234,309
7082,131,117,236,173
7083,231,88,208,111
7084,83,49,200,211
7085,97,87,322,322
7086,100,87,327,256
7087,131,118,173,175
7088,167,95,273,228
7089,56,38,252,422
7090,73,74,407,216
7091,41,122,296,193
7092,118,90,235,222
7093,71,38,395,292
7094,29,41,368,161
7095,125,119,229,159
7096,5,49,332,326
7097,79,127,302,169
7098,98,59,171,359
7099,73,55,307,310
7100,53,55,334,245
7101,77,72,422,255
7102,19,105,386,185
7103,151,94,283,177
7104,161,80,296,229
7105,156,183,129,118
7106,221,79,150,122
7107,191,146,117,247
7108,250,11,163,266
7109,161,71,270,218
7110,118,149,115,266
7111,20,74,385,253
7112,9,96,288,193
7113,177,110,112,166
7114,208,123,115,115
7115,211,98,220,156
7116,86,54,280,249
7117,76,128,255,126
7118,52,55,260,301
7119,39,71,264,241
7120,38,61,233,235
7121,89,82,290,218
7122,110,128,210,232
7123,17,134,288,319
7124,102,117,201,200
7125,131,85,314,192
7126,108,54,239,244
7127,2,177,168,153
7128,187,73,300,204
7129,0,106,382,244
7130,136,73,193,144
7131,260,139,110,172
7132,143,126,237,237
7133,106,147,163,116
7134,92,83,248,182
7135,42,53,447,252
7136,77,98,143,212
7137,159,221,117,190
7138,203,81,277,178
7139,180,105,193,200
7140,24,176,409,231
7141,137,125,170,294
7142,135,75,225,261
7143,72,92,396,179
7144,192,52,249,331
7145,191,137,280,255
7146,165,133,198,193
7147,36,89,333,174
7148,119,11,254,256
7149,101,154,191,176
7150,251,49,150,215
7151,40,173,194,223
7152,50,61,258,182
7153,123,182,219,235
7154,77,110,264,230
7155,163,47,267,272
7156,23,13,167,155
7157,73,125,202,319
7158,162,73,308,254
7159,127,139,218,196
7160,179,121,178,136
7161,69,99,225,204
7162,211,78,183,121
7163,46,19,399,321
7164,61,128,267,303
7165,97,113,151,144
7166,56,170,191,167
7167,167,115,225,185
7168,202,114,102,111
7169,31,36,119,144
7170,33,22,246,172
7171,106,64,270,130
7172,35,25,207,188
7173,70,41,169,442
7174,153,70,218,271
7175,19,53,274,257
7176,128,80,162,204
7177,103,31,232,183
7178,37,68,255,250
7179,95,115,137,195
7180,147,41,205,240
7181,99,108,156,170
7182,14,56,368,419
7183,151,73,311,234
7184,46,19,222,269
7185,50,50,226,284
7186,79,58,395,281
7187,130,78,303,272
7188,136,123,211,241
7189,94,36,369,312
7190,92,108,205,276
7191,186,87,127,192
7192,150,129,264,288
7193,60,87,106,171
7194,60,35,159,232
7195,73,43,319,450
7196,151,48,171,266
7197,28,31,290,321
7198,180,95,128,214
7199,32,59,351,364
7200,138,32,256,269
7201,168,92,183,190
7202,155,32,234,222
7203,7,59,157,164
7204,55,33,159,168
7205,86,79,210,236
7206,140,107,174,109
7207,200,117,139,191
7208,138,156,336,265
7209,148,127,220,165
7210,35,105,329,178
7211,119,166,193,252
7212,118,73,167,264
7213,106,125,246,289
7214,115,118,376,269
7215,106,86,170,167
7216,70,155,146,172
7217,72,43,364,277
7218,111,63,129,125
7219,186,67,221,225
7220,46,67,329,256
7221,16,86,362,209
7222,18,80,311,212
7223,180,73,203,329
7224,25,53,171,191
7225,152,115,186,176
7226,31,15,204,138
7227,60,92,368,225
7228,190,67,256,203
7229,94,174,231,153
7230,150,83,183,198
7231,28,21,387,345
7232,3,99,341,208
7233,122,94,310,228
7234,17,21,111,161
7235,36,96,274,191
7236,106,134,225,291
7237,25,65,328,416
7238,22,101,388,353
7239,37,76,330,264
7240,7,8,155,119
7241,187,128,261,311
7242,49,55,315,244
7243,137,61,234,233
7244,33,37,239,209
7245,265,107,151,184
7246,61,105,135,277
7247,238,71,175,255
7248,58,158,265,326
7249,51,85,323,289
7250,165,61,266,267
7251,222,68,195,140
7252,237,104,156,216
7253,216,124,167,176
7254,67,19,219,182
7255,131,141,109,243
7256,161,135,172,272
7257,182,88,211,273
7258,195,89,139,149
7259,246,72,172,224
7260,155,128,110,173
7261,11,26,392,444
7262,50,23,436,273
7263,52,41,331,292
7264,32,104,272,161
7265,177,120,127,214
7266,192,76,275,259
7267,133,57,320,240
7268,10,111,355,184
7269,130,102,203,104
7270,178,121,292,185
7271,127,87,152,192
7272,88,68,331,275
7273,187,104,242,255
7274,171,84,219,196
7275,107,32,316,254
7276,111,26,234,273
7277,50,61,283,194
7278,68,81,225,178
7279,173,85,236,203
7280,19,27,362,306
7281,64,120,342,183
7282,188,85,151,211
7283,90,107,258,137
7284,71,87,292,196
7285,83,67,213,198
7286,76,102,179,203
7287,25,88,189,219
7288,104,61,248,216
7289,70,86,266,209
7290,74,64,200,185
7291,102,106,228,362
7292,91,151,145,163
7293,184,113,140,178
7294,4,123,318,288
7295,40,41,454,377
7296,29,1,429,337
7297,51,89,254,172
7298,216,24,282,186
7299,96,20,299,300
7300,156,117,226,221
7301,173,68,325,214
7302,172,66,300,186
7303,166,70,294,214
7304,39,175,330,209
7305,141,142,183,195
7306,56,78,307,254
7307,99,201,121,142
7308,163,62,160,236
7309,113,95,307,270
7310,143,152,128,109
7311,105,93,242,218
7312,172,107,233,152
7313,119,129,256,150
7314,68,101,248,173
7315,145,76,265,193
7316,161,95,283,217
7317,141,164,198,153
7318,215,51,115,145
7319,132,127,304,140
7320,86,92,258,268
7321,18,86,287,206
7322,153,60,346,257
7323,61,110,418,261
7324,62,117,242,205
7325,92,61,351,335
7326,103,91,234,357
7327,160,62,179,297
7328,31,52,366,338
7329,82,36,196,298
